id,title,subtitle,company,location,sublocation,hourly_rate_neto,hourly_rate_bruto,payment_type,normalized_payment_type,normalized_city,normalized_region,description,open_positions,duration,work_schedule,start_date,first_seen,last_seen
488296,NOVINARSKA DELA,,"KITIO INTERNACIONAL, D.O.O.",LJUBLJANA ALI DELO OD DOMA,SELECTBOX/SUPERCARD,,,PO DOGOVORU,NEGOTIABLE,LJUBLJANA,OSREDNJESLOVENSKA,"Si želiš delati z mednarodno prepoznavnimi blagovnimi znamkami kot so IKEA, Zalando, Intersport, s.Oliver in druge? Iščejo osebo, veščo pisanja marketinških in lifestyle vsebin, ki bo skrbela za pripravo PR člankov za namen objave na spletni strani, e-novicah in spletnih portalih. Znanje s področja urejanja video vsebin in osnov grafičnega oblikovanja je zaželeno. Ob prijavi obvezno priložite CV in reference.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488298,POMOČNIK VZGOJITELJA/VZGOJITELJICE,,OSNOVNA ŠOLA DANILE KUMAR,"LJUBLJANA, GOGALOVA ULICA 15",,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo študenta/ko, ki bi lahko pomagal/a v mednarodnem vrtcu DKIS. Delo poteka po potrebi in dogovoru, med tednom, med 11. in 16. uro.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488300,POMOČ V TRGOVINI,,"EUROSPIN EKO, D.O.O.","GROSUPLJE, ADAMIČEVA CESTA 42",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,GROSUPLJE,OSREDNJESLOVENSKA,"Uspešno trgovsko podjetje ti ponuja možnost dela v super kolektivu, kjer lahko dobro zaslužiš in dobiš veliko izkušenj na področju dela v trgovini. Nudijo ti prilagodljiv urnik, ki ti omogoča prilagajanje študijskim obveznostim. Če meniš, da si zanesljiva oseba, ki ji je mar za čistočo in red, ne odlašaj s prijavo in se jim pridruži. Pogoj za delo je polnoletnost.",,PO DOGOVORU,PO DOGOVORU,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488301,RAČUNOVODSKA DELA,UREJANJE DOKUMENTACIJE,FOTONA D.O.O.,"LJUBLJANA, STEGNE 7",,9.04,10.5,9.04 €/h neto (10.50 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščeš priložnost, da znanje s fakultete preizkusiš tudi v praksi? V ekipo finance in računovodstvo vabijo študenta/ko ekonomije ali sorodne smeri. Pomagal/a boš pri vnosu in pregledu dokumentov, urejanju dokumentacije ter drugih računovodskih in finančnih nalogah. Iščejo natančno, zanesljivo in motivirano osebo z osnovnim znanjem Excela. Ponujajo priložnost za pridobivanje praktičnih izkušenj v globalnem tehnološkem podjetju. Delo poteka med ponedeljkom in petkom, po potrebi in dogovoru.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488302,STREŽBA,DELO V KAVARNI,"GOSTINSTVO, SVETOVANJE IN POSREDOVANJE TER TRGOVINA, IGOR DOBERŠEK S.P.","LJUBLJANA BTC, MOSKOVSKA 4, CITYPARK",CITY CAFE,8.5,9.88,8.50 €/h neto (9.88 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Prijetna kavarna išče polnoletno osebo za delo v strežbi. Nudijo prilagodljiv urnik in urejeno delovno okolje. Delo poteka v trgovskem centru, ki je zaprt ob nedeljah in praznikih. Pogoja sta izkušnje z delom v strežbi in znanje slovenskega jezika.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488303,DELO V PROIZVODNJI,PAKIRANJE,"ETI, D.O.O.","KAMNIK, BAKOVNIK 4/A",,7.83,9.1,7.83 €/h neto (9.10 €/h bruto),HOURLY,KAMNIK,OSREDNJESLOVENSKA,"Podjetje potrebuje večje število polnoletnih oseb za lažje delo v proizvodnji - pakiranje izdelkov. Delo je izmensko, dela se po potrebi in dogovoru. Malica zagotovljena.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488304,MEDICINSKA SESTRA,DELO V AMBULANTI,RODNA STORITVE ZA ZDRAVJE D.O.O.,"KRANJ, ŠKOFJELOŠKA CESTA 6",GINEKOLOŠKA AMBULANTA RODNA KRANJ,9.85,11.45,9.85 €/h neto (11.45 €/h bruto),HOURLY,KRANJ,GORENJSKA,Ginekološka ambulanta s prijetnim in odkritim vzdušjem ter raznolikim strokovnim delom išče študenta/ko zdravstvene fakultete ali babištva za pomoč DMS v ambulanti. Pogoj je znanje slovenskega jezika in računalniška pismenost. Z delom v ambulanti dobite poleg dodatnega strokovnega znanja tudi nove strokovne ter življenjske izkušnje. Prijave s CV-jem zbirajo do 4. 9. 2026.,,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-09-09,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488305,SOBAR/ICA,,GOSTINSKO PODJETJE LJUBLJANA D.O.O.,"LJUBLJANA, DUNAJSKA CESTA 270",LJUBLJANA RESORT,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"V hotelu iščejo pridnega/o, vestnega/o in zanesljivega/o študenta/ko za pomoč pri pospravljanju hotelskih sob. Opis dela: odnašanje smeti iz hotelskih sob, odnašanje uporabljenega perila, prinašanje in razporejanje čistega perila, pomoč hotelskim sobaricam pri delu. Zaradi turistične sezone imajo povečan obseg dela in potrebujejo osebo za daljše občasno sodelovanje.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488306,POMOČNIK VZGOJITELJA/VZGOJITELJICE,,VRTEC CICIBAN,LJUBLJANA BEŽIGRAD,,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Vrtec išče osebo za delo vzgojitelja/ice predšolskih otrok. Zaželeni so študenti/ke ali absolventi/ke predšolske vzgoje. Zainteresirani pošljite prijavo s kratko predstavitvijo in telefonsko številko.,,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488307,POUČEVANJE,,OSNOVNA ŠOLA BEŽIGRAD,"LJUBLJANA, ČRTOMIROVA ULICA 12",,12.0,13.95,12.00 €/h neto (13.95 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo študenta/ko za poučevanje izbirnega predmeta nemščina v 7., 8. in 9. razredu. Delo poteka ob ponedeljkih, med 7.30 in 9.05 in ob sredah med 7.30 in 9.05 ter med 13.00 in 14.55, vse po potrebi in dogovoru.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-09-02,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488308,PAKIRANJE,POMOČ V SKLADIŠČU,HS PLUS D.O.O.,"BRNIK, ZGORNJI BRNIK 390",,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,ZGORNJI BRNIK,GORENJSKA,"Uspešno e-commerce podjetje išče študente/ke za pakiranje paketov, sortiranje izdelkov in pomoč v skladišču. Lažje fizično delo v urejenem okolju. Iščejo resne, natančne in polnoletne osebe z lastnim prevozom. Vsega vas naučijo! Ponujajo daljše občasno sodelovanje z možnostjo kasnejše redne zaposlitve.",8,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488309,STREŽBA,,"BOŽA LIKAVEC S.P., ZABAVIŠČNI PARK IN BAR #MILENIUM#","MARIBOR , GOSPOSVETSKA CESTA 86",,8.98,10.44,8.98 €/h neto (10.44 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Iščejo prijazni in zanesljivi osebi za delo v strežbi. Streže se samo pijača (brez hrane). Delo je popoldansko/večerno. Nudijo prijetno in sproščeno delovno okolje. Če si komunikativen/na, odgovoren/na in ti delo z ljudmi ni tuje, te vabijo, da se jim pridružiš. Za več informacij in prijavo jih pokliči.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488310,HOSTES/A,,FINI OGLASI D.O.O.,NOVA GORICA,,10.33,12.0,10.33 €/h neto (12.00 €/h bruto),HOURLY,NOVA GORICA,GORIŠKA,"Za potrebe promocije na dogodku podjetje potrebuje dve izkušeni hostesi oz. hostesnika. Prevoz možen iz Ljubljane. Pomoč bodo potrebovali v sredo, 2. septembra med 9.30 in 17.30; v četrtek, 3. septembra med 7.00 in 17.00 ter v petek, 4. septembra med 8.00 in 13.30.",2,DO 4. 9. 2026 (3 DNI),PO DOGOVORU,2026-09-02,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488312,PRODAJA,,LISCA D.O.O.,"CELJE, MARIBORSKA CESTA 100, CITY CENTER",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,CELJE,SAVINJSKA,"Prodajalna s spodnjim perilom, kopalkami in oblačili potrebuje osebo z izkušnjami v prodaji. Potrebujejo svetovalca/ko za samostojno delo s strankami in urejanje trgovine. Delo poteka občasno dlje časa, po potrebi in dogovoru. Zahteva se urejenost, komunikativnost in samoiniciativnost.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488313,"UREJANJE DRUŽ. OMREŽIJ (FB,IN, X,TIK TOK)",,"OLIA, TRGOVINA, D.O.O.","LJUBLJANA CENTER, STARI TRG 30",PETIT BATEAU,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"V ekipo vabijo kreativno, samostojno in zanesljivo osebo, ki jo veselijo moda, družbena omrežja in ustvarjanje vsebin. Iščejo nekoga, ki bo postal del njihove ekipe v otroški butični trgovini – spoznal njihove znamke in izdelke, spremljal novosti ter iz njih ustvarjal zanimive in estetske vsebine za družbena omrežja.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-20T19:15:00.021275+00:00
488314,POUČEVANJE,,OSNOVNA ŠOLA BEŽIGRAD,"LJUBLJANA, ČRTOMIROVA 12",,12.0,13.95,12.00 €/h neto (13.95 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Iščejo študenta/ko za poučevanje angleščine v 1. triadi in v Razširjenem programu. Delo bo potekalo do 30. 9. 2026.,,1 MESEC,DOPOLDAN,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488315,POUČEVANJE,,OSNOVNA ŠOLA BEŽIGRAD,"LJUBLJANA, ČRTOMIROVA ULICA 12",,12.0,13.95,12.00 €/h neto (13.95 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Iščejo študenta/ko za poučevanje v 2. razredu osnovne šole.,,3 MESECE,DOPOLDAN,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488316,ADMINISTRATIVNA DELA,,LEK D.D.,"LJUBLJANA, VEROVŠKOVA ULICA 57",,8.43,9.8,8.43 €/h neto (9.80 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Si natančen/na, zanesljiv/a in organiziran/a? Pridruži se ekipi in pridobi praktične izkušnje na področju kakovosti in regulative. Delo vključuje pomoč pri pripravi in urejanju dokumentacije s področja kakovosti in regulativnih sistemov ter pri drugih administrativnih nalogah. Zaželena je naravoslovna izobrazba, ni pa pogoj. Pričakujejo dobro poznavanje MS Office in znanje angleškega jezika.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-09-07,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488317,PAKIRANJE,,"GENEPLANET, OSEBNA GENETIKA, D.O.O.","LJUBLJANA, CEST NA POLJANE 3A",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Podjetje išče študenta/ko za delo v pakirnici, ki obsega pripravo materiala za pakiranje paketov za odvzem vzorcev. Pogoji so ročna spretnost, natančnost, zanesljivost, urejenost in znanje slovenskega jezika. Delo poteka med tednom, po potrebi in dogovoru.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-09-01,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488318,STREŽBA,,"TOTO CAFE BAR, MOJCA FURMAN S.P.","MARIBOR, SLOMŠKOV TRG 13",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,Podjetje potrebuje prijazno in odgovorno osebo za strežbo v lokalu. Pogoja sta znanje slovenskega jezika in izkušnje v strežbi.,,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488319,POMOČ V TRGOVINI,POLNJENJE POLIC IN BLAGAJNIK,"KEA, D.O.O.","ŠENČUR, VOKLO 50",,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,ŠENČUR,GORENJSKA,"V trgovini iščejo polnoletno osebo za pomoč v trgovini. Delo zajema delo na blagajni, polnjenje prodajnih polic z živili ter skrb za urejenost prodajnega prostora. Iščejo zanesljivo, odgovorno in komunikativno osebo, ki ji ustreza delo v dinamičnem okolju.",,POČITNIŠKO DELO,IZMENSKO,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488320,ČIŠČENJE,ČIŠČENJE POSLOVNIH PROSTOROV,EKOTAL D.O.O.,"KIDRIČEVO, TOVARNIŠKA CESTA 10",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,KIDRIČEVO,PODRAVSKA,"V podjetju potrebujejo polnoletno, natančno in zanesljivo osebo za čiščenje poslovnih prostorov. Delo poteka v dopoldanskem in popoldanskem času ter občasno tudi med vikendi dopoldan, po dogovoru in potrebi. Višina urne postavke znaša 9,30 € bruto, ob nedeljah in praznikih pa 9,88 € bruto. Nudijo tudi malico. Pogoj je vozniški izpit B kategorije. Prijavo oddajte s klikom na zeleni gumb e-prijava.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-20T19:15:00.021275+00:00
488321,INFORMATIKA,IT PODPORA,"UNIVERZA V LJUBLJANI, FAKULTETA ZA ŠPORT","LJUBLJANA, GORTANOVA 22",,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Te zanima IT in delo z uporabniki? Iščejo študenta/ko za pomoč pri IT podpori, pripravi in vzdrževanju računalnikov, programske opreme ter druge IT opreme. Pričakujejo osnovno poznavanje Windows in Microsoft 365, samostojnost ter komunikativnost. Nudijo mentorstvo, praktične izkušnje, prijetno ekipo, možnost daljšega občasnega sodelovanja in fleksibilen delovni čas.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-08-24,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488322,INŠTRUKCIJE,,NRO D.O.O.,"LJUBLJANA CENTER, MALA ULICA 8",NOOK,12.0,13.95,12.00 €/h neto (13.95 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo inštruktorje matematike, slovenščine, angleščine, fizike in kemije. Delo poteka v popoldanskih urah, med tednom. Od kandidatov pričakujejo potrpežljivost, prijaznost, zanesljivost in vztrajnost. Pogoj za prijavo je odlična ocena pri maturitetnem predmetu, ki bi ga inštruirali. Iščeš prilagodljivo delo, kjer lahko svoje znanje deliš z drugimi? Pridruži se ekipi!",5,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2026-09-17,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488323,POMOČ V TRGOVINI,DELO NA BLAGAJNI,"NORICUM, D.O.O.",LJUBLJANA CENTER,,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"V brezglutenski trgovini v centru mesta iščejo prijazno, zanesljivo in komunikativno osebo za pomoč v trgovini. Delo vključuje svetovanje strankam, delo na blagajni, dopeko hrane, zlaganje izdelkov in skrb za urejenost trgovine. Delo poteka po dogovoru, predvsem med vikendi. Poznavanje brezglutenske prehrane ni pogoj. Pošlji nekaj informacij o sebi in telefonsko številko na e-naslov ali jih pokliči. Veselijo se tvoje prijave!",,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488324,STREŽBA,,TANJA PANČIĆ S.P. KAVA BAR ŠTRK,"LJUTOMER , GLAVNI TRG 10",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUTOMER,POMURSKA,"Strežba pijač v kava baru. Pogoji: prijaznost, poštenost in pripravljenost na delo, urejenost in organiziranost ter zanesljivost. Osnovna uporaba računalnika. Možnost daljšega občasnega sodelovanja.",3,PO DOGOVORU,PO DOGOVORU,2026-09-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488326,DELO V ORDINACIJI,POMOČ V ZOBOZDRAVSTVENI ORDINACIJI,DARJA ŠUŠTERŠIČ - ZOBOZDRAVSTVENA ORDINACIJA,"LJUBLJANA , KOMENSKEGA 34",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Delo v zobni ordinaciji. Delo zajema asistiranje in pomoč zobozdravnici, sterilizacijo inštrumentov, naročanje pacientov ipd. Zaželena je izobrazba zdravstvene smeri. Izkušnje so zaželene, niso pa pogoj. Prijavo oddajte s klikom na zeleni gumb e-prijava ali jo pošljite na njihov e-mail.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-20T19:15:00.021275+00:00,2026-08-23T18:59:37.048068+00:00
488327,POMOČ V STREŽBI,DELO NA RECEPCIJI IN V STREŽBI,"LT91, GOSTINSKE NASTANITVENE DEJAVNOSTI, D.O.O.","MOST NA SOČI, MODREJCE 2A",TULIE PENZION,,,PO DOGOVORU,NEGOTIABLE,MOST NA SOČI,GORIŠKA,"V ekipo vabijo študenta/ki za občasno, daljše sodelovanje, ki bi pomagala/i pri delu v strežbi in na recepciji. Ponujajo: fleksibilen urnik po dogovoru, prijetno, urejeno delovno okolje, stimulativno plačilo glede na znanje in izkušnje. Iščejo prijazne, komunikativne in zanesljive osebe, ki jih veseli delo z ljudmi in dinamično hotelsko okolje. Zainteresirane kandidate/ke vabijo, da pošljete svoj CV, za več informacij pa pokličite. Izbrane bodo povabili na osebni razgovor.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488328,POMOČ V KUHINJI,,"LT91, GOSTINSKE NASTANITVENE DEJAVNOSTI, D.O.O.","MOST NA SOČI, MODREJCE 2A",HOTEL TULIE,,,PO DOGOVORU,NEGOTIABLE,MOST NA SOČI,GORIŠKA,"V ekipo hotela vabijo študenta/ki za občasno, daljše sodelovanje in pomoč v kuhinji. Delo vključuje: pomoč pri pripravi, pripravo delovnega prostora, pomoč kuharjem pri delu, skrb za red in urejenost kuhinje. Ponujajo fleksibilen urnik po dogovoru ter stimulativno plačilo glede na znanje in izkušnje. Izkušnje so dobrodošle, niso pa pogoj. Zainteresirane kandidate/ke vabijo, da pošljete svoj CV. Izbrane bodo povabili na razgovor. Veselijo se vaše prijave.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488329,PROJEKTIRANJE,,STUDIO 3R D.O.O.,"TRZIN, KIDRIČEVA 11",,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,TRZIN,OSREDNJESLOVENSKA,"Iščejo študenta/ko arhitekture, urbanizma ali krajinske arhitekture z dobrim znanjem programa GIS (uvoz podatkov, risanje znotraj programa), AutoCAD-a in projektiranja ter spretnostjo pri pisanju tekstualnih delov. Delovnik je po potrebi in dogovoru. Možnost kasnejše zaposlitve.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-09-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488330,STREŽBA,BARISTA,RAW LAB D.O.O.,"LJUBLJANA - CENTER, SLOVENSKA CESTA 58",RAW STORE & COFFEE SHOP,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Delo bariste vključuje pripravo specialty kavnih napitkov, matche, prijazno postrežbo gostov ter skrb za urejenost in prijetno vzdušje v kavarni. Študent/ka na delu upravlja z mobilno blagajno, zalogami, odpiranju in zapiranju kavarne ter občasno pri odpošiljanju paketov. Enkrat mesečno pomaga pri organizaciji dogodka za mreženje (hangout) ter občasno ustvarja Instagram story vsebine.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-09-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488331,MARKETING,ODNOSI Z JAVNOSTMI,HIŠA OGRAJ D.O.O.,MENGEŠ,,11.0,12.78,11.00 €/h neto (12.78 €/h bruto),HOURLY,MENGEŠ,OSREDNJESLOVENSKA,"Iščejo študenta/ko za odnose z javnostmi in strateško komuniciranje. Iščejo osebo z dobro presojo, mirno glavo in občutkom za javno komunikacijo. Delo vključuje: pripravo besedil, izjav in odnose z mediji, pomoč pri kriznem komuniciranju, družbena omrežja in digitalne vsebine. Zaželen/a študent/ka komunikologije, PR, novinarstva ali sorodnih smeri. Možnost daljšega občasnega sodelovanja. Ob prijavi pošlji kratko predstavitev, CV in morebitne reference dosedanjega dela.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-08-31,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488332,VULKANIZERSKA DELA,AVTOMEHANIK,ADCORE D.O.O.,KRŠKO,,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,KRŠKO,POSAVSKA,"Iščejo dve polnoletni osebi za pomoč v avtomehanični oz. vulkanizerski delavnici za opravljanje sezonske menjave pnevmatik. Zaželeno je vsaj osnovno znanje s tega področja. Delo poteka izmensko, med ponedeljkom in petkom, po potrebi tudi ob vikendih (po potrebi in dogovoru). Povrnejo se tudi potni stroški v višini 0,21 €/km do največ 40 km oddaljenosti. Malica je brezplačna in organizirana v podjetju.",2,DO 31. 12. 2026,IZMENSKO,2026-10-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488333,ČIŠČENJE,ČIŠČENJE IN PRIPRAVA VOZIL,"AVTOPRALNICA, BARBARA ŽIŽMUND S.P.","BRNIK, ZGORNJI BRNIK 130A",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,ZGORNJI BRNIK,GORENJSKA,"V garažni hiši iščejo študente/ke za suho čiščenje rent-a-car vozil (sesanje notranjosti ter brisanje notranjih in zunanjih površin vozil s krpo). Delo poteka dvoizmensko, po potrebi in dogovoru. Iščejo natančne, zanesljive in delavne osebe. Vozniški izpit B-kategorije je obvezen, predhodne izkušnje niso potrebne.",3,PO DOGOVORU,PO DOGOVORU,2026-08-24,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488334,INFORMATIKA,IT PODPORA,BE HEALTHY GROUP D.O.O.,ŠENČUR,,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,ŠENČUR,GORENJSKA,"V podjetju iščejo študenta/ko za IT-podporo uporabnikom ter vzdrževanje opreme in infrastrukture. Naloge: reševanje HelpDesk zahtevkov, konfiguracija naprav, podpora pri Google Workspace, upravljanje računov, skrb za omrežje (LAN/Wi-Fi/VPN) ter vzdrževanje tiskalnikov in IT-opreme. Pogoj: lastni prevoz za terensko delo (LJ, KR). Prednost: poznavanje ali želja po učenju PHP in AWS Cloud infrastructure.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488335,DELO V PROIZVODNJI,ELEKTROTEHNIČNA DELA,ELRAD ELECTRONICS D.O.O.,GORNJA RADGONA,,7.74,9.0,7.74 €/h neto (9.00 €/h bruto),HOURLY,GORNJA RADGONA,POMURSKA,"Potrebujejo več oseb za delo v proizvodnji. Delo obsega preverjanje funkcionalnosti elektronike, pakiranje elektronike v namenske škatle ter enostavna proizvodna dela. Malica je v podjetju zagotovljena. Delo poteka v dveh izmenah, po potrebi in po dogovoru.",4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-08-24,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488336,STREŽBA HRANE IN PIJAČE,NATAKAR/ NATAKARICA,"LEA KAPUN S.P., MONTAŽA IN DOSTAVA POHIŠTVA","MARIBOR, GOSPOSVETSKA CESTA 13",PE PIKAPOLONICA,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Iščejo natakarja/ici za strežbo hrane in pijače v lokalu, ki se odpira 1. 9. 2026. Delo poteka dvoizmensko, po potrebi in dogovoru. Gre za strežbo hrane in pijače, delo z blagajno ter skrb za urejenost lokala in prijetno izkušnjo gostov. Od kandidata/ke pričakujejo prijaznost, komunikativnost, urejenost, zanesljivost, odgovornost in veselje do dela z ljudmi. Zaželeni sta samostojnost in pripravljenost na timsko delo. Izkušnje v strežbi so zaželene, niso pa nujne.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-09-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
488337,DELO V KUHINJI,,KRUHKERIJA TRIGLAV GOSTINSKE STORITVE D.O.O.,"LJUBLJANA, DUNAJSKA 20",KRUHKERIJA GORJANC,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Si morda prav ti zanesljiva in prijazna oseba za pripravo kruhkov in solat v kruhkeriji? Če si, si dobrodošel/la na razgovor. Pogoj je polnoletnost, izkušnje so zaželene.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-09-01,2026-08-21T19:08:07.188601+00:00,2026-08-23T18:59:37.048068+00:00
